Race,Candidate,Vote Type,Locality,Votes
For Governor / Lt. Governor (Vote For 1),,Total,West Caldwell 9,423
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 1-1,844
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 1-1,348
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 1-2,771
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 1-2,326
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 1-3,731
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 1-3,290
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 1-4,1032
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 1-4,423
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 1-6,996
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 1-6,249
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 1-7,472
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 1-7,133
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 1-8,848
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 1-8,381
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 1-9,620
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 1-9,242
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 2-1,1074
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 2-1,361
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 2-2,1292
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 2-2,481
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 2-3,761
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 2-3,218
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 2-4,513
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 2-4,169
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 2-5,678
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 2-5,260
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 3-1,539
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 3-1,142
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 3-2,597
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 3-2,134
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 3-3,834
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 3-3,257
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-1,1228
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-1,435
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-2,1271
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-2,502
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-3,1303
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-3,436
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-4,832
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-4,266
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-5,1393
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-5,477
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-6,1076
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-6,458
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-7,1260
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-7,395
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-8,932
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-8,322
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-9,1109
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-9,349
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-10,595
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-10,195
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-11,627
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-11,190
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-12,1488
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-12,689
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-13,1042
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-13,346
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-14,1122
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-14,296
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-15,1269
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-15,473
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 4-16,740
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 4-16,236
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 5-1,611
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 5-1,190
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 5-2,663
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 5-2,181
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 5-3,1003
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 5-3,384
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 5-4,766
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 5-4,263
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange 5-5,650
For Governor / Lt. Governor (Vote For 1),,Total,West Orange 5-5,204
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Belleville Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Belleville Mail-In,196
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Bloomfield Ward 1 Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Bloomfield Ward 1 Mail-In,125
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Bloomfield Ward 2 Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Bloomfield Ward 2 Mail-In,193
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Bloomfield Ward 3 Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Bloomfield Ward 3 Mail-In,105
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Caldwell Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Caldwell Mail-In,146
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Cedar Grove Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Cedar Grove Mail-In,188
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 1 Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 1 Mail-In,99
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 2 Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 2 Mail-In,61
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 3 Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 3 Mail-In,95
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 4 Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 4 Mail-In,61
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 5 Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 5 Mail-In,103
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Essex Fells Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Essex Fells Mail-In,34
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Fairfield Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Fairfield Mail-In,85
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Glen Ridge Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Glen Ridge Mail-In,105
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Irvington Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Irvington Mail-In,222
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Livingston Mail-In,524
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood Mail-In,393
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Millburn Mail-In,368
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Montclair Mail-In,533
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Mail-In 28 LD 1 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Mail-In 28 LD 1 FD,36
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Mail-In 28 LD 2 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Mail-In 28 LD 2 FD,136
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Mail-In 28 LD 3 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Mail-In 28 LD 3 FD,151
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Mail-In 29 LD 1 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Mail-In 29 LD 1 FD,316
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Mail-In 29 LD 2 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Mail-In 29 LD 2 FD,213
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Mail-In 29 LD 3 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Mail-In 29 LD 3 FD,52
For Governor / Lt. Governor (Vote For 1),,Registered Voters,North Caldwell Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,North Caldwell Mail-In,91
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Nutley Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Nutley Mail-In,358
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Orange Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Orange Mail-In,156
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Roseland Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Roseland Mail-In,139
For Governor / Lt. Governor (Vote For 1),,Registered Voters,South Orange Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,South Orange Mail-In,314
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Verona Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,Verona Mail-In,244
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Caldwell Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,West Caldwell Mail-In,214
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange Mail-In,0
For Governor / Lt. Governor (Vote For 1),,Total,West Orange Mail-In,729
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Belleville Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Belleville Provisional,45
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Bloomfield Ward 1 Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Bloomfield Ward 1 Provisional,31
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Bloomfield Ward 2 Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Bloomfield Ward 2 Provisional,23
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Bloomfield Ward 3 Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Bloomfield Ward 3 Provisional,56
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Caldwell Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Caldwell Provisional,15
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Cedar Grove Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Cedar Grove Provisional,13
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 1 Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 1 Provisional,34
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 2 Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 2 Provisional,40
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 3 Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 3 Provisional,31
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 4 Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 4 Provisional,28
For Governor / Lt. Governor (Vote For 1),,Registered Voters,East Orange Ward 5 Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,East Orange Ward 5 Provisional,22
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Essex Fells Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Essex Fells Provisional,4
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Fairfield Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Fairfield Provisional,13
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Glen Ridge Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Glen Ridge Provisional,16
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Irvington Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Irvington Provisional,131
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Livingston Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Livingston Provisional,29
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Maplewood Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Maplewood Provisional,63
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Millburn Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Millburn Provisional,32
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Montclair Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Montclair Provisional,121
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Provisional 28 LD 1 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Provisional 28 LD 1 FD,24
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Provisional 28 LD 2 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Provisional 28 LD 2 FD,110
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Provisional 28 LD 3 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Provisional 28 LD 3 FD,85
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Provisional 29 LD 1 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Provisional 29 LD 1 FD,184
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Provisional 29 LD 2 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Provisional 29 LD 2 FD,150
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Newark Provisional 29 LD 3 FD,0
For Governor / Lt. Governor (Vote For 1),,Total,Newark Provisional 29 LD 3 FD,14
For Governor / Lt. Governor (Vote For 1),,Registered Voters,North Caldwell Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,North Caldwell Provisional,5
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Nutley Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Nutley Provisional,38
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Orange Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Orange Provisional,121
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Roseland Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Roseland Provisional,13
For Governor / Lt. Governor (Vote For 1),,Registered Voters,South Orange Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,South Orange Provisional,49
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Verona Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,Verona Provisional,26
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Caldwell Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,West Caldwell Provisional,15
For Governor / Lt. Governor (Vote For 1),,Registered Voters,West Orange Provisional,0
For Governor / Lt. Governor (Vote For 1),,Total,West Orange Provisional,106
For Governor / Lt. Governor (Vote For 1),,Registered Voters,Total:,491010
For Governor / Lt. Governor (Vote For 1),,Total,Total:,162846
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Election,Belleville 1-1,162
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Total Votes,Belleville 1-1,162
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Election,Belleville 1-2,185
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Total Votes,Belleville 1-2,185
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Election,Belleville 1-3,134
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Total Votes,Belleville 1-3,134
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Election,Belleville 1-4,199
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Total Votes,Belleville 1-4,199
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Election,Belleville 1-5,167
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Total Votes,Belleville 1-5,167
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Election,Belleville 1-6,101
For Governor / Lt. Governor (Vote For 1),Dem - MURPHY / OLIVER,Total Votes,Belleville 1-6,101
